"","V1"
"AT2G36325.1",0.0809609149788632
"AT3G02242.1",0.0593339874369486
"AT1G54920.4",0.254240469196426
"AT3G13870.1",0.157918223975539
"AT4G07090.1",0.092680959595807
"AT3G63088.1",0.216914746288263
"AT4G00885.1",0.0660627311656711
"AT2G09370.1",0.332364939222457
"AT3G18215.2",0.295195221943521
"AT4G38775.1",0.228356387655768
"AT3G06450.1",0.125386227154214
"AT5G18840.1",0.0881229200138019
"AT4G25300.2",0.106019497078193
"AT3G31908.2",0.283929090063662
"AT2G15325.1",0.123378693033038
"AT3G20680.1",0.0787975695084129
"AT5G62180.1",0.0648610966166421
"AT1G23200.1",0.104440055841496
"AT3G14670.3",0.0669548753859168
"AT2G25490.1",0.119070691886203
"AT3G02555.2",0.182605751668956
"AT5G09575.1",0.0681427710471781
"AT3G11440.2",0.116893572724418
"AT2G17140.1",0.160434510677239
"AT4G37680.3",0.160350588340887
"AT2G21700.1",0.253168082556713
"AT1G64800.1",0.253168082556713
"AT2G02550.1",0.245441466367788
"AT3G54960.1",0.103241514626475
"AT3G52200.2",0.206126877213823
"AT3G49770.1",-0.179610981529285
"AT1G05597.1",-0.0651487302224765
"AT1G65830.1",-0.11837385547644
"AT3G55980.2",-0.0635777749918058
"AT3G60870.1",-0.258883374225822
"AT2G09960.1",-0.203726633705581
"AT1G49370.1",-0.0536387414057699
"AT2G04465.1",-0.10899289862413
"AT1G30260.1",-0.0999671929413201
"AT1G69550.1",-0.2430003845153
"AT1G56460.2",-0.107145339606825
"AT1G60050.1",-0.203686802367292
"AT3G16550.1",-0.303288837965623
"AT5G13800.1",-0.291085927303283
"AT3G52800.2",-0.243782519166133
"AT4G06950.1",-0.134060625784587
"AT3G29460.1",-0.288437045256769
"AT2G40165.1",-0.231629942793803
"AT4G22330.1",-0.203139462738151
"AT1G64618.1",-0.251373502864622
"AT4G04435.1",-0.0930526259583171
"AT1G61280.2",-0.0792142814224634
"AT4G22415.1",-0.451112308737016
"AT3G31460.1",-0.146805682061467
"AT5G08205.1",-0.0876854072599154
"AT1G07303.1",-0.319579129336512
"AT1G61000.1",-0.344825846898866
"AT2G14285.1",-0.187141450187911
"AT4G01040.1",-0.250036922072554
"AT5G09365.1",-0.228028010741924
"AT2G23100.1",-0.204141057673581
"AT4G14630.1",-0.154180420908719
"AT5G05100.1",-0.233156515752377
"AT2G04940.1",-0.198412368362919
"AT5G26236.1",-0.0987411160121334
"AT2G32905.1",-0.161425124625102
"AT4G29380.1",-0.109048254895902
"AT3G48860.2",-0.179927175013781
"AT1G67630.1",-0.204201986520408
"AT3G61590.1",-0.17959520100307
"AT4G08028.1",-0.0620301597435326
"AT2G08975.1",-0.200023352573287
"AT1G48760.2",-0.100131496441192
"AT1G25250.2",-0.241866925546665
"AT2G08190.1",-0.198962638515717
"AT1G32280.1",-0.205704246104543
"AT5G56555.1",-0.0888021972777638
"AT5G66755.1",-0.0713326051745839
"AT1G45215.1",-0.231354526971206
"AT5G04785.1",-0.164216946846036
"AT5G40680.1",-0.109887717836317
"AT5G19290.1",-0.156293010656246
"AT5G61630.1",-0.112482428329723
"AT1G25500.2",-0.0721541306167332
"AT1G75070.1",-0.249109273053571
"AT3G21090.1",-0.252670060065961
"AT4G21100.1",-0.222354084800194
"AT3G48740.1",-0.189923228670736
"AT1G40097.1",-0.176292557714282
"AT3G33133.1",-0.252064144632141
"AT5G35340.1",-0.144573652021456
"AT2G13940.1",-0.322087772150754
"AT2G38920.4",-0.238711600135001
"AT5G37352.1",-0.202531432859539
"AT1G04743.1",-0.247007241029983
"AT3G05395.1",-0.173474390325598
"AT1G43883.1",-0.0919871701035108
"AT3G13500.1",-0.313000194162164
"AT5G44568.1",-0.23679638252647
"AT1G50420.1",-0.28797532094794
"AT1G53470.1",-0.247140686517067
"AT3G08545.1",-0.19482743169061
"AT3G60980.1",-0.12609252726763
"AT3G48920.1",-0.273490797374994
"AT5G07235.1",-0.0580597016262639
"AT5G04480.1",-0.245925236418354
"AT1G53900.2",-0.204959997679778
"AT1G46624.1",-0.265657459553507
"AT5G05360.1",-0.222330405409355
"AT5G13890.1",-0.201907372173281
"AT5G03553.1",-0.267004915665697
"AT5G27620.2",-0.116815590510298
"AT3G17720.1",-0.231594772922372
"AT1G21630.2",-0.240695889252598
"AT3G20400.1",-0.15603524717878
"AT3G28720.2",-0.217819168524861
"AT5G39750.1",-0.362904656219398
"AT1G23930.1",-0.215692931448398
"AT3G04330.1",-0.116532740455066
"AT3G09162.1",-0.143945889145368
"AT3G44326.1",-0.156347751177209
"AT3G44935.1",-0.247072307871766
"AT5G23210.5",-0.242577241134531
"AT1G53635.1",-0.14673161111272
"AT1G68460.1",-0.0716639743533086
"AT4G16920.2",-0.266620861603895
"AT2G33470.1",-0.315477183903233
"AT4G13600.1",-0.209156529954822
"AT3G46387.1",-0.18722823852411
"AT5G44973.1",-0.219689020964308
"AT3G25013.2",-0.223841960724996
"AT3G42305.1",-0.122065047361371
"AT5G26320.1",-0.0861739810601891
"AT5G11720.1",-0.243065764195374
"AT5G59620.1",-0.263925188645332
"AT3G61130.1",-0.133397146728607
"AT1G60600.2",-0.0807603036125156
"AT1G72910.1",-0.202832984342531
"AT5G39693.1",-0.208328813395468
"AT1G36406.1",-0.128235839383637
"AT3G01605.1",-0.175723787362639
"AT3G14510.1",-0.272867512486829
"AT1G18871.1",-0.0999868508758273
"AT3G04860.1",-0.218186045257895
"AT1G54420.1",-0.235358846213029
"AT4G38480.1",-0.202269304677955
"AT1G75520.1",-0.192546983232717
"AT5G24830.1",-0.178055676554692
"AT2G09555.1",-0.261028330207276
"AT3G51150.2",-0.103762036667829
"AT2G36750.1",-0.257548423784466
"AT5G36662.1",-0.189710199116719
"AT5G48860.1",-0.23116386111102
"AT5G65535.1",-0.0919217387466188
"AT5G38880.1",-0.22421163275074
"AT5G03095.1",-0.32675403906875
"AT3G05105.1",-0.101346974711834
"AT5G28580.2",-0.345258458678147
"AT1G77010.1",-0.132946848414695
"AT5G65690.4",-0.236092715651376
"AT3G30350.2",-0.0889926756396179
"AT5G16650.2",-0.113826895096338
"AT3G61710.4",-0.275030546148125
"AT2G09990.1",-0.0926904324817857
"AT2G32550.2",-0.0759725907532424
"AT4G04560.1",-0.232315734656809
"AT2G07220.1",-0.266017351658248
"AT3G55840.1",-0.247523101462912
"AT4G28220.1",-0.0936025425691265
"AT3G24575.1",-0.236469205425837
"AT5G08540.1",-0.273902284283128
"AT4G16020.2",-0.11010575997799
"AT3G08920.1",-0.297151060602484
"AT3G46980.4",-0.0814365457775133
"AT5G17050.1",-0.301369189901389
"AT5G37072.3",-0.191036927544018
"AT4G08040.1",-0.106591134266387
"AT5G08710.2",-0.137024265076499
"AT3G06650.2",-0.116126614920307
"ATCG00710.1",-0.0713986949899742
"AT1G62610.4",-0.143634497149229
"AT1G44020.1",-0.236386936718246
"AT5G19151.1",-0.115665273138917
"AT5G00390.1",-0.373760305362262
"AT2G43680.5",-0.280775618402728
"AT1G06970.1",-0.273881584760201
"AT1G01725.1",-0.219858727020205
"AT5G60335.1",-0.0657446730842882
"AT5G39520.1",-0.238720637494114
"AT1G54230.1",-0.311408751782622
"AT4G23960.2",-0.250696741005707
"AT3G06990.1",-0.3845855260778
"AT5G38210.1",-0.114698167376112
"AT5G47630.2",-0.253804959730874
"AT5G22796.1",-0.205230909238186
"AT2G30130.1",-0.21160244978807
"AT4G27310.1",-0.372238352017406
"AT5G16640.1",-0.336134286741038
"AT3G33025.1",-0.19481074322505
"AT5G56720.1",-0.169225212566007
"AT5G06255.1",-0.210483336890508
"AT5G35270.1",-0.0991190786968325
"AT3G32060.1",-0.129355345912124
"AT5G45670.1",-0.245726679116448
"AT1G27045.2",-0.224140706766316
"AT2G25340.1",-0.0973208951407691
"AT5G36210.1",-0.175725654428586
"AT3G09735.1",-0.188274452491244
"AT5G17640.1",-0.208610518722339
"AT5G32950.1",-0.101502396616901
"AT1G09020.1",-0.235808819348019
"AT5G48640.4",-0.307748551454821
"AT3G32912.1",-0.138051166354749
"AT1G31993.1",-0.203475529273829
"AT5G56440.1",-0.234789594818335
"AT1G52150.3",-0.245711374281479
"AT1G65680.1",-0.166714223282349
"AT2G12160.1",-0.194146876678467
"AT1G66245.1",-0.275553735382892
"AT3G24550.1",-0.142280908628876
"AT5G38830.1",-0.266295294169022
"AT1G77690.1",-0.139499250995485
"AT1G06037.1",-0.114978970292771
"AT5G64040.1",-0.261988798176116
"AT1G16445.1",-0.398722169837477
"ATMG00080.1",-0.0883219687654087
"AT2G36470.1",-0.27258228976692
"AT2G06925.1",-0.258252150754987
"AT5G35965.1",-0.156627064186564
"AT4G25860.2",-0.252322347646916
"AT1G77730.1",-0.230907334255329
"AT5G08605.1",-0.132925105562647
"AT4G06630.1",-0.170333768719181
"AT5G30470.1",-0.220837220524188
"AT5G53770.1",-0.0512957439964274
"AT4G12680.1",-0.0928957479360744
"AT2G25125.1",-0.0928957479360744
"AT3G18830.1",-0.0512957439964274
