,corcoef
AT1G34480.1,-0.215989294
AT5G00430.1,-0.193647876
AT2G13820.2,-0.251837544
AT5G28140.1,-0.177321154
AT1G31630.1,-0.190680991
AT1G27390.2,-0.186042883
AT5G25130.1,-0.128017173
AT3G43622.1,-0.055064317
AT5G18633.1,-0.155212733
AT1G61732.1,-0.240199723
AT5G27930.3,-0.102054523
AT1G53050.1,-0.120271519
AT3G09162.1,-0.082997619
AT1G53400.1,-0.125755569
AT3G09435.1,-0.085748677
AT3G44935.1,-0.318521796
AT1G39070.1,-0.208062371
AT5G07255.1,-0.210663484
AT4G18670.1,-0.098528102
AT5G54110.2,-0.193024191
AT1G45244.1,-0.092833744
AT1G20620.4,-0.102190635
AT2G29580.1,-0.127188275
AT3G03430.1,-0.063614151
AT3G55440.1,-0.053546448
AT1G34120.1,-0.090486638
AT5G48270.1,-0.085331522
AT1G17120.1,-0.145908424
AT3G44274.1,-0.20665698
AT2G08870.1,-0.263275995
AT4G07941.1,-0.255166666
AT2G21290.1,-0.158615674
AT4G29654.1,-0.068237827
AT3G31945.1,-0.172060974
AT1G09043.1,-0.1062295
AT4G11200.1,-0.139473771
AT4G23440.2,-0.383181151
AT2G12450.1,-0.143900432
AT4G01020.1,-0.090062323
ATCG00140.1,-0.243313508
AT5G20770.1,-0.117453656
AT5G13220.6,-0.108226907
AT4G25790.1,-0.163039648
AT1G76780.2,-0.076531282
AT1G68460.1,-0.105332963
AT5G24352.2,-0.187679987
AT1G66360.1,-0.168003396
AT3G02845.1,-0.138119736
AT1G27880.2,-0.256028291
AT4G16920.2,-0.36846912
AT3G03828.1,-0.183146962
AT3G62370.1,-0.079960291
AT2G33320.1,-0.250191336
AT2G13580.1,-0.239441324
AT2G08570.1,-0.093665751
AT2G40475.1,-0.292460803
AT1G69660.1,-0.23758274
AT2G32785.1,-0.159674928
AT2G37720.1,-0.1686472
AT4G08120.1,-0.256502885
AT4G33370.1,-0.23916004
AT2G22040.1,-0.218609681
AT5G17330.1,-0.160515976
AT4G24977.1,-0.226369045
AT1G30750.1,-0.185399728
AT5G57655.2,-0.129945804
AT1G14990.1,-0.24412599
AT4G17616.1,-0.068560246
AT2G31260.1,-0.167370604
AT1G26515.1,-0.122495736
AT3G43151.1,-0.136716266
AT1G71980.1,-0.230733619
AT2G27820.1,-0.205141143
AT1G36650.1,-0.172806885
AT5G02615.1,-0.170120951
AT5G16290.1,-0.160256474
AT1G63130.1,-0.183493083
AT5G60120.3,-0.147198738
AT5G57520.1,-0.17515082
AT2G35090.1,-0.206135836
ATCG00980.1,-0.21960182
AT5G24660.1,-0.087752328
AT1G10400.1,-0.325749769
AT5G42900.2,-0.225652283
AT1G24807.1,-0.064226326
AT2G05470.1,-0.054938995
AT4G37520.1,-0.164609756
AT2G34420.1,-0.140141505
AT3G09290.1,-0.16393553
AT3G49850.2,-0.272584704
AT4G39610.1,-0.131402642
AT5G01300.2,-0.21006949
AT2G06190.1,-0.144169121
AT3G48350.1,-0.127007048
AT1G13448.1,-0.086889237
AT3G01225.1,-0.170928493
AT4G40085.1,-0.09426616
AT5G57820.1,-0.085511773
AT5G49746.1,-0.064884823
AT1G16310.1,-0.197119552
AT5G58820.1,-0.084616692
AT2G10608.1,-0.208462164
AT2G26610.1,-0.060909263
AT3G54750.3,-0.066318675
AT1G21835.1,-0.197163918
AT5G46490.3,-0.164140614
AT5G17830.2,-0.24777628
AT4G15480.1,-0.114562207
AT5G11720.1,-0.193009606
AT3G57480.1,-0.180216642
AT4G24265.2,-0.218783125
AT5G17680.2,-0.194176656
AT3G33572.1,-0.152736466
AT1G16130.1,-0.161405874
AT1G68920.1,-0.182186265
AT4G33925.1,-0.260920267
AT2G31981.1,-0.112115385
AT3G30831.1,-0.188958639
AT3G32377.1,-0.183855468
AT4G19865.1,-0.101187817
AT3G45540.1,-0.203980637
AT5G04405.1,-0.089650079
AT5G04937.1,-0.093509139
AT1G18320.1,-0.202917196
AT5G67400.1,-0.062730781
AT5G63790.1,-0.22334152
AT3G05480.1,-0.184757798
AT4G05680.1,-0.164364984
AT5G19330.1,-0.245582446
AT1G59600.1,-0.180785364
AT3G14180.1,-0.185295709
AT1G10960.1,-0.108320323
AT2G38210.1,-0.169304245
AT1G20940.1,-0.08887673
AT5G13780.1,-0.224393823
AT1G60600.2,-0.093227134
AT3G15960.1,-0.148258973
AT2G14595.1,-0.096727932
AT2G11440.1,-0.179412233
AT1G72910.1,-0.172880294
AT2G37820.1,-0.134207528
AT1G80040.4,-0.182496649
AT1G78230.1,-0.204139194
AT2G10617.1,-0.154361038
AT1G57530.1,-0.103844774
AT5G36500.1,-0.078894863
AT1G46912.1,-0.116801433
AT4G31351.1,-0.306444352
AT2G08745.1,-0.104675486
AT3G27140.1,-0.125073684
AT1G72790.1,-0.227907247
AT4G08871.1,-0.09026794
AT5G53150.3,-0.20412392
AT2G38040.1,-0.253748934
AT4G29820.1,-0.151500227
AT1G09677.1,-0.202406127
AT1G36406.1,-0.111212814
AT4G20690.1,-0.087018001
AT3G21352.1,-0.196535543
AT5G19875.1,-0.128666351
AT1G29390.2,-0.161049859
AT3G02420.2,-0.134104278
AT5G02665.1,-0.15913396
AT1G12294.1,-0.178506673
AT3G44750.1,-0.178006001
AT4G14770.2,-0.278465104
AT4G20050.4,-0.117609263
AT1G09983.1,-0.086111387
AT2G09755.1,-0.214662811
AT5G45576.1,-0.168266107
AT3G01105.1,-0.253992468
AT1G69770.1,-0.200963673
AT3G28930.2,-0.450062332
AT1G18871.1,-0.176901306
AT1G21610.4,-0.215324786
ATMG00440.1,-0.106810836
AT1G09795.1,-0.1830629
AT3G04860.1,-0.150758846
AT1G09307.1,-0.21013929
AT1G53645.1,-0.216300228
AT4G34750.1,-0.189624135
AT1G35790.1,-0.064754204
AT2G04935.1,-0.247883794
AT1G06117.1,-0.301973427
AT2G28520.1,-0.244453221
AT2G16580.1,-1.03636535
AT4G26365.1,-0.198876217
AT5G04347.2,-0.244648966
AT4G02930.1,-0.336054822
AT1G04570.1,-0.273622425
AT2G04375.1,-0.19567607
AT2G03300.1,-0.391959129
AT2G35610.1,-0.095555751
AT1G04640.2,-0.122087335
AT2G12750.1,-0.17479383
AT1G15500.1,-0.214341124
AT3G44230.1,-0.308688123
AT3G28680.1,-0.056670962
AT3G14400.1,-0.132283343
AT5G32613.1,-0.060232297
AT1G53890.4,-0.079066139
AT1G36310.2,-0.239698153
AT2G13970.1,-0.084386691
AT2G28350.1,-0.198616074
ATMG09830.1,-0.220166256
AT3G08650.1,-0.262599561
AT2G36200.1,-0.190297396
AT2G45760.1,-0.163131886
AT5G07540.1,-0.162623853
AT1G36370.1,-0.107882144
AT3G30817.1,-0.124272408
AT2G24800.1,-0.092470639
AT5G12236.1,-0.053560796
AT1G08933.1,-0.113091514
AT3G51150.2,-0.116690845
AT1G18200.1,-0.193746972
AT3G12080.1,-0.184621212
AT3G11470.4,-0.104302163
AT4G07686.1,-0.254506207
AT2G34870.1,-0.110776711
AT1G48310.1,-0.152127523
AT5G04935.1,-0.239507499
AT5G38050.1,-0.238735824
AT2G43330.1,-0.467367574
AT2G10180.1,-0.176950969
AT3G02820.2,-0.165465358
AT2G36895.3,-0.218829349
AT5G42830.1,-0.154167156
AT1G73120.1,-0.095733613
AT5G59020.1,-0.102440256
AT3G08595.1,-0.171368201
AT1G64750.3,-0.124674162
AT4G10780.2,-0.259522985
AT5G24490.1,-0.195134466
AT3G44260.1,-0.129834446
AT4G17090.1,-0.151415681
AT5G48860.1,-0.174923151
AT4G18640.1,-0.142762029
AT3G43580.1,-0.082927458
AT3G32070.1,-0.068647832
AT3G45245.1,-0.091768922
AT1G49440.1,-0.109322955
AT2G07645.1,-0.192663397
AT3G52230.1,-0.208791175
AT1G80330.1,-0.192794462
AT2G36305.2,-0.20627464
AT1G01160.2,-0.120050816
AT1G70210.1,-0.055291559
AT1G30757.2,-0.091093544
AT5G57010.1,-0.158402586
AT3G25610.1,-0.071773641
AT1G69090.1,-0.150421945
AT5G03405.1,-0.236864243
AT2G13260.1,-0.114425064
AT1G11690.1,-0.104172591
AT3G29370.1,-0.223617425
AT5G19700.1,-0.056408147
AT1G20270.2,-0.086862148
AT3G55370.3,-0.108027081
AT2G21500.2,-0.272682674
AT2G36010.2,-0.183293534
AT2G42000.2,-0.121475422
AT1G18340.1,-0.137624133
AT4G14140.1,-0.210900938
AT4G31740.1,-0.200964773
AT5G46160.1,-0.204611219
AT3G03345.1,-0.158810605
AT2G10610.1,-0.181369275
AT2G28780.1,-0.184787445
AT2G38970.1,-0.485132377
AT1G39590.1,-0.102631286
AT4G30740.1,-0.575471117
AT3G32445.1,-0.143647739
ATCG00180.1,-0.316738783
AT1G54680.1,-0.113071253
AT5G47580.1,-0.067715384
AT1G56210.1,-0.08723323
AT4G17610.2,-0.180771101
AT5G25020.1,-0.114144535
AT5G28580.2,-0.198901527
AT1G04343.1,-0.149045783
AT4G13455.1,-0.060708258
AT1G42280.1,-0.084365116
AT1G35780.2,-0.151724788
AT3G55600.2,-0.149779135
AT4G10345.1,-0.212112404
AT3G43291.1,-0.213124048
AT3G59530.3,-0.071482816
AT1G69380.1,-0.130911394
AT5G48605.1,-0.057030894
AT3G06035.1,-0.331225513
AT5G57060.3,-0.096373992
AT5G51110.1,-0.058055496
AT1G77010.1,-0.120988921
AT1G07170.3,-0.153787094
AT3G05760.1,-0.142545052
AT5G01880.1,-0.186597533
AT5G08310.1,-0.078679893
AT2G48120.1,-0.070278872
AT5G52600.1,-0.099995206
AT5G43070.1,-0.179575868
AT1G32520.1,-0.199751223
AT5G47590.2,-0.536423458
AT3G13225.1,-0.127650345
AT5G33256.1,-0.215671135
AT3G28430.1,-0.076916984
AT2G03905.1,-0.17317202
AT3G28715.1,-0.170207916
AT5G01345.1,-0.122963947
AT5G02550.1,-0.25388546
AT3G06500.2,-0.0969071
AT1G37036.1,-0.097914105
AT2G40490.1,-0.196309276
AT5G14230.1,-0.119610655
AT5G13420.1,-0.085064902
AT2G07420.1,-0.140138767
AT5G23908.1,-0.074222991
AT2G23580.1,-0.378162012
AT3G60390.1,-0.231351676
AT5G27765.1,-0.322955471
AT5G46025.1,-0.051270429
AT5G05520.1,-0.153405059
AT1G36530.1,-0.11864951
AT3G08915.1,-0.247182749
AT1G01695.1,-0.10808445
AT1G15380.1,-0.175933475
AT4G36850.2,-0.109151824
AT5G54540.1,-0.172342688
AT5G54740.1,-0.217312426
AT2G38620.1,-0.187559198
AT4G09225.1,-0.24881771
AT3G08905.1,-0.1318332
AT4G08872.1,-0.196000701
AT3G57900.1,-0.166793076
AT1G40112.1,-0.087106782
AT5G10590.1,-0.140262497
AT3G09950.1,-0.095418172
AT1G11160.3,-0.108300919
AT5G09755.1,-0.080629756
AT3G59830.1,-0.136443676
AT5G61640.2,-0.206372984
AT3G26235.1,-0.062774008
AT1G15260.1,-0.056800894
AT1G50470.1,-0.14467745
AT3G43680.1,-0.136415818
AT3G58470.1,-0.136971022
AT5G55150.1,-0.070343569
AT2G13542.1,-0.136149154
AT5G59280.1,-0.099315224
AT5G24260.2,-0.209380235
AT1G54980.1,-0.199804674
AT3G30350.2,-0.12051778
AT5G16810.2,-0.12964635
AT2G14290.1,-0.182134416
AT1G34800.1,-0.163678421
AT5G16650.2,-0.112000949
AT5G03440.3,-0.159543004
AT5G05480.1,-0.178265803
AT5G28160.1,-0.214535429
AT1G17720.2,-0.155391474
AT4G24710.2,-0.167939926
AT2G04340.1,-0.0743758
AT4G11402.1,-0.235242867
AT5G32423.1,-0.210846178
AT2G46650.1,-0.148458719
AT5G26610.2,-0.193287768
AT5G12470.1,-0.192591912
AT2G07827.2,-0.197533549
AT3G26818.1,-0.197607571
AT3G05850.1,-0.116225788
AT5G09470.1,-0.078860175
AT5G61060.1,-0.076832062
AT5G56365.1,-0.150700672
AT3G03960.1,-0.233130132
AT5G27450.2,-0.190796707
AT1G07543.1,-0.164934054
AT2G09845.1,-0.236999584
AT3G46230.1,-0.212101592
AT2G32350.1,-0.202579666
AT4G06585.1,-0.219013841
AT1G65032.1,-0.166282732
AT5G62090.1,-0.083796111
AT5G32125.1,-0.150275274
AT4G08505.1,-0.162968566
AT1G15170.1,-0.136994565
AT1G54650.2,-0.133647665
AT1G09280.1,-0.158774431
AT2G15750.1,-0.086921073
AT1G51805.1,-0.161242313
AT5G54690.1,-0.202679489
AT1G33102.1,-0.17416628
AT2G04900.1,-0.122678453
AT5G32875.1,-0.094549174
AT3G59150.1,-0.195929333
AT2G07673.1,-0.182991145
AT4G11745.1,-0.223912556
AT4G12950.1,-0.324403092
AT3G56410.1,-0.21185304
AT3G30440.1,-0.203750982
AT2G20840.2,-0.051472449
AT3G23680.1,-0.126289277
AT2G08780.1,-0.090768086
AT4G24830.1,-0.086480097
AT2G38080.1,-0.246552044
AT2G42388.1,-0.057274906
AT1G06790.2,-0.198562046
AT5G09475.1,-0.209274578
AT5G28885.1,-0.216120629
AT4G28180.1,-0.16660217
AT1G21830.1,-0.121837937
AT5G48335.1,-0.119477695
AT1G26190.2,-0.138034752
AT3G02605.1,-0.076574944
AT1G05540.2,-0.092577825
AT3G60955.2,-0.128201579
AT3G10020.1,-0.157289641
AT1G73810.1,-0.33681061
AT4G13950.1,-0.134941395
AT1G44970.1,-0.15932813
AT3G05295.1,-0.201156865
AT5G44306.1,-0.267256722
AT1G60500.1,-0.162926135
AT1G30590.2,-0.117305939
AT5G03630.1,-0.258510335
AT4G17450.1,-0.162994655
AT3G24575.1,-0.280901805
AT1G79530.1,-0.408602046
AT1G29290.1,-0.278467868
AT5G06190.2,-0.0784917
AT4G25210.1,-0.167003485
AT5G20225.1,-0.217581128
AT2G23140.3,-0.136554669
AT1G12667.1,-0.123067826
AT1G16180.1,-0.171107765
AT4G03505.1,-0.070267474
AT1G69470.1,-0.096576472
AT2G33720.1,-0.264268596
AT1G06133.1,-0.136831467
AT1G19380.1,-0.195355815
AT5G51500.1,-0.321527335
AT5G16550.1,-0.136541997
AT1G63830.4,-0.099351119
AT2G12130.1,-0.071593431
AT1G53920.1,-0.284698867
AT3G21700.3,-0.150634005
AT1G05927.1,-0.20746781
AT4G36990.1,-1.143143348
AT1G50700.1,-0.144858699
AT2G46800.3,-0.141113016
AT1G67580.1,-0.300208293
AT4G10120.3,-0.457039693
AT5G31873.1,-0.177892266
AT2G08945.1,-0.075276908
ATCG00210.1,-0.18809183
AT1G63730.1,-0.107653228
AT1G33590.2,-0.095428145
AT3G32385.1,-0.224060299
AT3G04345.1,-0.104721046
AT4G14930.2,-0.108132857
AT1G63270.1,-0.128191733
AT3G47050.1,-0.15375129
AT2G17972.1,-0.088464515
AT3G44730.2,-0.316884894
AT2G09060.1,-0.111795888
AT4G04450.2,-0.242878088
AT3G42837.1,-0.148842006
AT1G53360.2,-0.067795038
AT2G19840.1,-0.063085075
AT5G53500.1,-0.255891482
AT3G52290.1,-0.06653814
AT3G28180.1,-0.099699306
AT5G42232.1,-0.087591314
AT1G22400.1,-0.185232865
AT5G12210.1,-0.263564014
AT1G79760.2,-0.273477082
AT4G24240.2,-0.63951543
AT4G12240.1,-0.135327736
AT3G44800.1,-0.080758573
AT2G14330.1,-0.204351485
AT1G16070.1,-0.151609758
AT2G42560.1,-0.121183581
AT4G09035.1,-0.171035937
AT5G19200.1,-0.225097234
AT2G07085.1,-0.109965492
AT3G27095.1,-0.136545495
AT1G62610.4,-0.170545887
AT1G34790.1,-0.127730654
AT1G01335.1,-0.190949573
AT2G10560.1,-0.314227314
AT1G22220.1,-0.27803747
AT2G45135.2,-0.160348894
AT1G65342.1,-0.172962106
AT3G32240.1,-0.146826913
AT5G14520.1,-0.194907616
AT4G03250.1,-0.085073699
AT1G02560.1,-0.202435566
AT5G35341.1,-0.117834819
AT1G44020.1,-0.151580689
AT3G24225.1,-0.142406035
AT4G28110.2,-0.251636082
AT1G50160.1,-0.456682294
AT1G06043.1,-0.192184089
AT4G14190.1,-0.215377293
AT1G35610.1,-0.22388167
AT3G46640.2,-0.175105393
AT3G54420.1,-0.231155421
AT3G17480.1,-0.125781799
AT4G06040.1,-0.160981468
AT1G71100.1,-0.071444928
AT1G78270.1,-0.364062714
AT2G43160.1,-0.120966656
AT2G02860.1,-0.083378087
AT3G26050.1,-0.222329606
AT4G29060.1,-0.169720125
AT3G47380.1,-0.362264869
AT5G57290.1,-0.162208358
AT3G32116.1,-0.167501475
AT3G16770.1,-0.404449057
AT3G46183.1,-0.190856467
AT2G46840.1,-0.225718504
AT3G61270.2,-0.054216946
AT2G45690.1,-0.26279069
AT2G17080.1,-0.322678938
AT1G79790.4,-0.252556805
AT5G28440.1,-0.197626241
AT1G12490.1,-0.099906739
AT3G52440.2,-0.103841339
AT5G32306.1,-0.166933781
AT1G34030.1,-0.204555821
AT5G58380.1,-0.242713714
AT2G24150.1,-0.141113303
AT1G59880.1,-0.106399916
AT4G13555.1,-0.115255832
AT5G22560.1,-0.073375454
AT5G39785.3,-0.207412105
AT4G20490.1,-0.363692598
AT5G12060.1,-0.133980973
AT1G71340.1,-0.102674357
AT4G26680.1,-0.262824354
AT1G27480.1,-0.213648186
AT1G28140.1,-0.108046402
AT5G17790.1,-0.066328985
AT3G52075.1,-0.078240037
AT5G36658.1,-0.085531826
AT5G14990.1,-0.067368227
AT1G07357.1,-0.0777837
AT4G30067.1,-0.165331828
AT3G32898.1,-0.098879204
AT2G22121.1,-0.185425585
AT5G23410.1,-0.193860113
AT3G21950.2,-0.104320226
AT3G16090.1,-0.061311613
AT1G77310.1,-0.129116992
AT2G27140.1,-0.136545067
AT1G43090.1,-0.213466402
AT2G38420.1,-0.21158928
AT1G25425.1,-0.423627118
AT1G74090.1,-0.128364187
AT1G09812.1,-0.076520534
AT2G24110.1,-0.20549658
AT5G19485.1,-0.108722059
AT5G22799.1,-0.241555906
AT5G24550.1,-0.204075254
AT5G58560.1,-0.116445868
AT3G15280.1,-0.191669879
AT3G44425.1,-0.06696397
AT4G39050.1,-0.142298034
AT2G10400.1,-0.200385741
AT3G31358.1,-0.081176088
AT5G42370.2,-0.136328432
AT3G33058.1,-0.121568488
AT1G80850.1,-0.086327786
AT3G14500.1,-0.173641865
AT2G19820.1,-0.104572198
AT3G59590.1,-0.125474219
AT5G47630.2,-0.267862993
AT5G14440.1,-0.182375208
AT2G31920.1,-0.08605166
AT3G61050.2,-0.103795423
AT4G20920.2,-0.185164324
AT5G35160.4,-0.267289068
AT1G51230.1,-0.06592262
AT3G08700.1,-0.152914167
AT5G14530.1,-0.289081767
AT5G62830.1,-0.127668325
AT5G36300.2,-0.137293007
AT1G32050.1,-0.20369989
AT1G09740.1,-0.155973404
AT4G16230.1,-0.207413431
AT5G33441.1,-0.061460158
AT1G07500.1,-0.141754338
AT1G54560.2,-0.437563234
AT4G30975.2,-0.105385603
AT2G20835.1,-0.139935342
AT1G09685.2,-0.149945136
AT2G01330.1,-0.228839672
AT5G49610.1,-0.05018485
AT5G20660.1,-0.341823885
AT5G00425.1,-0.20585818
AT4G27430.1,-0.27380554
AT2G27145.1,-0.365383813
AT2G15012.1,-0.100117694
AT1G69252.1,-0.347902124
AT3G20670.1,-0.114058163
AT2G40116.1,-0.146412842
AT5G01265.1,-0.063366284
AT1G55460.1,-0.113341459
AT2G18900.1,-0.093913484
AT5G40560.1,-0.054118981
AT4G25100.4,-0.177211963
AT3G08455.1,-0.121916069
AT3G01680.1,-0.109089284
AT1G66440.1,-0.158969644
AT5G28993.1,-0.180664047
AT1G50130.1,-0.26278914
AT3G13065.1,-0.253775693
AT3G48220.1,-0.208748164
AT3G18200.2,-0.082886495
AT5G61740.1,-0.131343396
AT2G46200.3,-0.10490074
AT1G26800.1,-0.106259583
AT4G38010.1,-0.162794565
AT1G07200.2,-0.097904172
AT1G53820.1,-0.268134169
AT1G51900.1,-0.292010101
AT1G32020.1,-0.195654908
AT1G20710.1,-0.166473447
AT1G56570.2,-0.152564936
AT3G14010.5,-0.196790716
AT3G42471.1,-0.200096089
AT4G02020.3,-0.130005304
AT3G60805.1,-0.146535606
AT2G14990.1,-0.150954047
AT1G57280.1,-0.092875604
AT1G63220.1,-0.171884514
AT2G03340.1,-0.074289341
AT5G50870.1,-0.13269002
AT3G49832.2,-0.221040279
AT5G34850.1,-0.195653967
AT1G42745.1,-0.136202736
AT1G32928.1,-0.099427804
AT3G29820.1,-0.144530421
AT5G28785.1,-0.067528304
AT4G38213.1,-0.072186959
AT2G41040.1,-0.283975565
AT4G13010.1,-0.210639154
AT5G26950.1,-0.078214149
AT5G65600.1,-0.380842507
AT5G19740.1,-0.08371383
AT5G62580.1,-0.303056068
AT3G30837.1,-0.113729287
AT2G34925.1,-0.10048341
AT3G49200.1,-0.380046872
AT5G56820.1,-0.228104151
AT5G56490.1,-0.150048993
AT3G46050.1,-0.181398613
AT1G29590.1,-0.106920258
AT2G16740.1,-0.247492889
AT4G06526.1,-0.193990979
AT4G38780.1,-0.168484353
AT5G56670.1,-0.237826808
AT2G39950.3,-0.185949561
AT2G02020.1,-0.171974093
AT5G00675.1,-0.312980892
AT2G04265.1,-0.325188597
AT1G68960.2,-0.246441886
AT1G52087.1,-0.053509547
AT4G12930.1,-0.13525753
AT2G17060.2,-0.336282586
AT4G28890.1,-0.093901858
AT5G10870.1,-0.067341096
AT4G09143.1,-0.162408077
AT1G51540.1,-0.083029523
AT5G02495.1,-0.362448755
AT3G29764.1,-0.147180328
AT4G01520.1,-0.215374405
AT5G62162.1,-0.155147742
AT5G22210.2,-0.135947724
AT1G02920.1,-0.237740061
AT4G32760.3,-0.101694558
AT5G07355.1,-0.121236404
AT5G59090.1,-0.066382147
AT4G09452.1,-0.116990522
AT5G43340.1,-0.34633821
AT1G61880.1,-0.284600845
AT5G27390.2,-0.190939808
AT1G73240.1,-0.433947736
AT4G06835.1,-0.273174899
AT5G10270.1,-0.180364999
AT4G08475.1,-0.087123441
AT5G24590.2,-0.153150126
AT3G06960.2,-0.138970723
AT1G40105.1,-0.188788203
AT4G05585.1,-0.107038619
AT5G35270.1,-0.142251947
AT3G55512.1,-0.167643884
AT3G53300.1,-0.187579464
AT3G63270.1,-0.099699693
AT3G15111.1,-0.164491189
AT4G20800.1,-0.160978045
AT4G06440.1,-0.185401457
AT1G32585.1,-0.18313083
AT4G20200.1,-0.064567914
AT5G37640.1,-0.175976019
AT2G06885.1,-0.182380321
AT1G71780.1,-0.127805937
AT5G20720.3,-0.156423592
AT2G04450.1,-0.200385125
AT5G40220.1,-0.397826921
AT2G13570.1,-0.071643914
AT2G29550.1,-0.142847139
AT1G77540.1,-0.11011775
AT4G26300.1,-0.144982576
AT5G23230.1,-0.096964676
AT3G32060.1,-0.258091361
AT3G01655.1,-0.484219042
AT3G22234.1,-0.105238714
AT2G18030.1,-0.127596895
AT2G08210.1,-0.102707081
AT4G29560.1,-0.274495301
AT1G51530.2,-0.143720244
AT5G45570.2,-0.113097887
AT5G60880.2,-0.174466344
AT4G34460.2,-0.149827589
AT2G18550.1,-0.250138002
AT4G23515.2,-0.054868963
AT1G31460.1,-0.130721908
AT1G28860.1,-0.057287853
AT5G57220.1,-0.142049577
AT5G01650.3,-0.167378067
AT4G06474.1,-0.115307945
AT3G19360.2,-0.163530645
AT3G26910.3,-0.062372758
AT4G10690.1,-0.140031759
AT5G21910.1,-0.200577419
AT3G18260.1,-0.051754297
AT1G35550.1,-0.074681721
AT3G45770.1,-0.28093094
AT3G51270.1,-0.174242017
AT3G60965.1,-0.129052862
AT5G36775.1,-0.160901701
AT3G55890.2,-0.064699867
AT5G37040.1,-0.130294314
AT1G54530.1,-0.132864423
AT5G61530.4,-0.223411264
AT3G52040.1,-0.055948234
AT3G26630.1,-0.163190117
AT3G17330.1,-0.149434706
AT3G12670.1,-0.21234403
AT2G20190.1,-0.094325528
AT4G39030.1,-0.129405283
AT1G74310.1,-0.176767147
AT5G18840.1,-0.107747499
AT5G54340.1,-0.0551866
AT1G57200.1,-0.208091301
AT4G09470.1,-0.106919395
AT3G13670.1,-0.198509419
AT1G78160.2,-0.085045291
AT2G32140.1,-0.154832166
AT3G46484.1,-0.210556314
AT5G15745.1,-0.372377948
AT2G25340.1,-0.095592584
AT5G03715.1,-0.058571021
AT1G23590.2,-0.192190593
AT1G76990.3,-0.151486414
AT3G03065.1,-0.112266803
AT5G02760.1,-0.199237266
AT1G72930.1,-0.221881498
AT1G30600.1,-0.226001241
AT2G26460.1,-0.159435556
AT3G43490.1,-0.285349301
AT3G30340.1,-0.158979692
AT1G15940.1,-0.101118377
AT3G23820.1,-0.2639896
AT4G30310.4,-0.157293509
AT3G19940.1,-0.146428899
AT2G09290.1,-0.197002805
AT1G78810.3,-0.108455826
AT1G51120.1,-0.111851932
AT2G23530.1,-0.31053863
AT5G42340.1,-0.500619307
AT3G61690.2,-0.474340725
AT1G49010.1,-0.177395027
AT3G11690.1,-0.077889944
AT5G27882.1,-0.083104418
AT1G14220.1,-0.242925678
AT1G67210.3,-0.172631331
AT4G36980.2,-0.31277106
AT5G33381.1,-0.272856885
AT5G51600.1,-0.244393392
AT5G19800.1,-0.387719258
AT2G29280.3,-0.152341694
AT1G63500.1,-0.158049986
AT4G16807.1,-0.617310706
AT4G09420.1,-0.131672882
AT1G52010.1,-0.509502425
AT5G41560.2,-0.224614164
AT2G42890.2,-0.185149015
AT5G47077.1,-0.26492091
AT4G24840.1,-0.068366156
AT5G44250.1,-0.116368299
AT5G17640.1,-0.158653529
AT1G31330.1,-0.103816356
AT3G04120.1,-0.13866969
AT3G08235.1,-0.148185754
AT5G32950.1,-0.094578182
AT5G23630.1,-0.199980708
AT5G61580.1,-0.161527315
AT2G12465.1,-0.152464133
AT5G09555.1,-0.104426055
AT1G42610.1,-0.074793596
AT5G23590.1,-0.055436953
ATMG09440.1,-0.126171612
AT2G44650.1,-0.194605667
AT4G03039.1,-0.167484547
AT5G50780.2,-0.180618703
AT1G70410.3,-0.153198339
AT1G05065.1,-0.120010856
AT2G47100.1,-0.208153896
AT5G03725.1,-0.115958204
AT1G28930.1,-0.176544155
AT2G43930.2,-0.164469101
AT5G27760.2,-0.165747065
AT5G07740.1,-0.189030316
AT2G09640.1,-0.120822219
AT3G02775.1,-0.169719825
AT5G62180.1,-0.059059578
AT1G10865.1,-0.156149088
AT2G15890.1,-0.142433677
AT5G64060.1,-0.135156715
AT5G50510.1,-0.088486687
AT1G13270.1,-0.225773164
AT4G18860.1,-0.36463119
AT4G02735.1,-0.059421318
AT5G09790.1,-0.160393674
AT3G62120.3,-0.167131787
AT2G47460.1,-0.120178883
AT1G66940.3,-0.083472975
AT1G74290.1,-0.069462052
AT2G08845.1,-0.114919946
AT1G04907.1,-0.16009809
AT1G50180.1,-0.274698482
AT5G35555.1,-0.073611847
AT1G06130.1,-0.214415016
AT3G30830.1,-0.149612779
AT5G56440.1,-0.164144928
AT1G58684.1,-0.171808285
AT3G12960.1,-0.236420992
AT2G03480.3,-0.085902638
AT5G44780.1,-0.12785609
AT2G35570.1,-0.344604636
AT1G10500.1,-0.176060519
AT5G17230.3,-0.198585309
AT1G50670.1,-0.172531596
AT5G40440.2,-0.153366882
AT2G30260.2,-0.17097325
AT4G05097.1,-0.235913902
AT1G06937.1,-0.100034392
AT5G08300.1,-0.16289699
AT5G28020.1,-0.139629333
AT1G23620.1,-0.101338694
AT5G66640.3,-0.231863108
AT3G26390.1,-0.146438444
AT2G35280.1,-0.182779959
AT4G36890.1,-0.24537755
AT5G50320.1,-0.497842378
AT4G21070.1,-0.246359822
AT3G03900.2,-0.084597527
AT3G62040.1,-0.122267191
AT2G18560.1,-0.24480981
AT1G17180.1,-0.086474238
AT3G57645.1,-0.064390314
AT1G05673.1,-0.135380381
AT5G07455.1,-0.068040506
