"","V1"
"AT5G41491.1",-0.0501117650772729
"AT1G22885.1",-0.0970105558024209
"AT1G13755.1",-0.25475067189634
"AT4G06722.1",-0.118386802005536
"AT5G07240.1",-0.0751737282719257
"AT2G17620.1",-0.0971007952613597
"AT2G36580.1",-0.0568886537720005
"AT2G07791.1",-0.0933760039964526
"AT1G44040.1",-0.0906387868370307
"AT2G05605.1",-0.0641235354671806
"AT2G01031.1",-0.0759971918012998
"AT3G43950.1",-0.254064923079723
"AT5G23940.1",-0.0563158700303168
"AT4G04595.1",-0.240697528276063
"AT1G67630.1",-0.169069524078923
"AT5G28770.3",-0.082489169443027
"AT3G22110.1",-0.0536740030544131
"AT4G30710.4",-0.0596814207986072
"AT3G61590.1",-0.201560504134451
"AT1G53220.1",-0.0600466447540296
"AT1G48760.2",-0.170901023296469
"AT1G74050.1",-0.0643629633258676
"AT1G32505.1",-0.106066211134452
"AT1G61850.1",-0.0826044460647854
"AT4G03113.1",-0.205173500717449
"AT1G09140.3",-0.0525530099595754
"AT5G19290.1",-0.148130691483368
"AT1G08663.1",-0.207421409768557
"AT4G07565.1",-0.123276815920008
"AT3G55110.1",-0.118451896516902
"AT5G10530.1",-0.115655138405528
"AT3G33133.1",-0.192495474081559
"AT4G07655.1",-0.0608005194692569
"AT1G56760.1",-0.245805986013515
"AT4G15150.1",-0.0570956352789479
"AT2G13940.1",-0.336212460494732
"AT3G01395.1",-0.0921110289879195
"AT1G04743.1",-0.243465901113835
"AT1G09863.1",-0.22063244884312
"AT3G07210.1",-0.059022839649403
"AT3G25880.1",-0.14495286352461
"AT5G63160.3",-0.0536740647612813
"AT3G60340.2",-0.0798151516130581
"AT5G37160.1",-0.0560632540321609
"AT1G19030.1",-0.0554249004884955
"AT3G48920.1",-0.184302072459327
"AT1G05487.1",-0.171271990011665
"AT4G31805.1",-0.055868568552469
"AT5G08270.1",-0.0747940915224767
"AT1G51402.1",-0.0598052657233263
"AT4G19680.1",-0.181456719836648
"AT5G04480.1",-0.266119373150558
"AT5G43770.1",-0.0537593330650912
"AT5G13890.1",-0.16200056826908
"AT5G66010.2",-0.0810255923839722
"AT4G24020.1",-0.231098135199427
"AT5G63490.1",-0.201843273149822
"AT5G50650.1",-0.257594301744731
"AT2G09445.1",-0.0764432234205107
"AT2G34000.1",-0.249629206369867
"AT4G16350.1",-0.0692997832722337
"AT2G05460.1",-0.111647305880801
"AT1G23930.1",-0.216331355364819
"AT3G04330.1",-0.150369269595157
"AT4G20070.1",-0.0683958331057782
"AT1G09075.1",-0.0695890758085189
"AT2G38770.1",-0.0974415186750894
"AT3G44935.1",-0.279621575653368
"AT2G47570.1",-0.22697425322469
"AT1G76780.2",-0.051185724362176
"AT2G33470.1",-0.268919682778792
"AT5G17070.1",-0.289041751129266
"AT3G20090.1",-0.0611210082404133
"AT3G25013.2",-0.188696851878879
"AT1G26515.1",-0.128697149253873
"AT4G27900.1",-0.0831030122517147
"AT3G05695.1",-0.0903371108006234
"AT3G42305.1",-0.134428684674825
"AT3G43684.1",-0.0874337647108426
"AT4G29260.1",-0.215679732842219
"AT1G74650.2",-0.143290573694276
"ATMG09450.1",-0.0910461003861147
"AT3G14510.1",-0.281204452283238
"AT3G04860.1",-0.147149069426875
"AT1G12480.1",-0.0847755273699496
"ATCG00590.1",-0.0608288600576892
"AT3G11435.1",-0.0638437611583083
"AT3G15530.1",-0.0724303412773182
"AT4G35480.1",-0.180964757611765
"AT5G48860.1",-0.289291335911456
"AT4G08830.1",-0.223031575930888
"ATCG00600.1",-0.187813942588959
"AT5G09695.1",-0.0552125489386116
"AT5G16870.1",-0.0707368520408388
"AT3G55370.3",-0.126941229056254
"AT5G00810.1",-0.0824148871661229
"AT5G38880.1",-0.261128959298735
"AT3G05105.1",-0.100608521682201
"AT2G45180.1",-0.064455960300541
"AT5G29624.1",-0.0691046392015531
"AT3G44770.1",-0.158115641937185
"AT5G09450.1",-0.0841305494202747
"AT3G44267.1",-0.0542162190011512
"AT1G59500.1",-0.151722823571538
"AT1G74210.1",-0.119827590945172
"AT1G52440.1",-0.0577087172616886
"AT5G65690.4",-0.232040479300428
"AT2G05465.1",-0.0853296153341021
"AT4G15955.2",-0.140970809475027
"AT2G25190.1",-0.070597949206251
"AT4G33585.1",-0.077669181848727
"AT1G05980.1",-0.108374344337149
"AT3G43352.1",-0.25425261983773
"AT5G01945.1",-0.0559518535079858
"AT2G09990.1",-0.151710388616027
"AT2G14910.2",-0.215407455278174
"AT2G07220.1",-0.232771041073326
"AT3G55840.1",-0.316444010386585
"AT5G08540.1",-0.256999811735329
"AT4G07640.1",-0.200696441821631
"AT2G12130.1",-0.0616590066783854
"AT3G14540.2",-0.0609005437404993
"AT4G28610.1",-0.270500045472283
"AT3G55400.2",-0.0510418914461415
"AT5G17050.1",-0.294222162351593
"AT1G53360.2",-0.0532740214433139
"AT5G42232.1",-0.0571064942049474
"AT5G08710.2",-0.11176225541828
"AT3G06650.2",-0.094291252710333
"AT4G05300.1",-0.317572145925863
"AT1G44020.1",-0.246763517972589
"AT5G00390.1",-0.361855152648753
"AT2G43680.5",-0.283564792963846
"AT4G24615.1",-0.22606706382999
"AT2G07689.1",-0.0567629666315514
"AT5G60335.1",-0.0768586230275485
"AT1G14770.2",-0.0749005077398668
"AT4G20090.1",-0.0716698518197695
"AT3G49370.1",-0.251786948930836
"AT2G34860.1",-0.0657201670785523
"AT4G23960.2",-0.20881551840844
"AT3G52075.1",-0.0656137794891944
"AT1G60980.1",-0.0668191635314213
"AT1G64990.2",-0.170574407980114
"AT1G51745.1",-0.0740685642404146
"AT3G18200.2",-0.0634464857998892
"AT5G16640.1",-0.302252596192534
"AT3G33025.1",-0.194885669665875
"AT3G18670.2",-0.0654440743693828
"AT5G19020.1",-0.0641129013597433
"AT5G28515.1",-0.299334562060413
"AT2G39610.1",-0.250757630217943
"AT2G42920.1",-0.0839033640874245
"AT1G03310.2",-0.241974502896759
"AT4G20200.1",-0.055834417927332
"AT1G70250.1",-0.0518321514810548
"AT3G24620.1",-0.224153797114159
"AT3G43682.1",-0.277485315508855
"AT1G52980.1",-0.220496938925718
"AT2G02023.1",-0.279503156307619
"AT4G17070.1",-0.0784681229067961
"AT1G14640.1",-0.223083455799386
"AT4G21120.2",-0.0520641881700349
"AT5G54320.1",-0.0723785603893705
"AT3G28685.1",-0.315832899529878
"AT5G61580.1",-0.199120982260177
"AT3G03920.1",-0.192274413333411
"AT1G52150.3",-0.179631868890199
"AT1G26340.1",-0.0563436745324619
"AT4G04050.1",-0.0606131292918593
"AT1G09835.1",-0.146482989063254
"AT3G24550.1",-0.156172065364384
"AT5G19890.1",-0.0612997693789992
"AT5G20830.1",-0.179403660970893
"AT1G77690.1",-0.105278271931918
"AT3G16540.1",-0.0986855726635421
"AT3G18535.2",-0.0817187894704597
"AT1G61680.2",-0.0660404284444907
"AT2G17950.1",-0.212776568114659
"AT3G42850.2",-0.0951407754566964
"AT2G29735.1",-0.126921093890014
"AT4G11240.1",-0.212294664438993
"AT3G47150.1",-0.0580502171501837
"AT1G72440.1",-0.0773068269443862
"AT4G38510.3",-0.176575738265214
"AT5G50470.1",-0.0544523460372281
"AT1G11610.2",-0.0946822937478317
"AT4G04530.1",-0.0867233582651225
"AT5G65290.2",-0.0870848141836917
"AT5G08605.1",-0.272871791683141
"AT1G37012.1",-0.180906465135756
"AT4G06630.1",-0.21041631148233
"AT1G67410.2",-0.171444781792123
"AT3G12110.1",-0.0916273711152813
"AT4G24400.1",-0.0985807186225298
"AT4G35680.1",-0.0733775944435294
"AT4G31354.1",-0.0832226099730545
